City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,bredasdorp,-34.5322,20.0403,17.39,80,55,2.72,ZA,1707364489
1,kingston,17.997,-76.7936,23.53,64,20,6.69,JM,1707363758
2,grytviken,-54.2811,-36.5092,8.77,67,100,5.0,GS,1707364489
3,zaozersk,69.4005,32.4476,-24.42,99,71,2.25,RU,1707364489
4,yellowknife,62.456,-114.3525,-15.88,84,100,2.06,CA,1707364490
5,colonia,50.9333,6.95,4.97,91,75,1.03,DE,1707364414
6,keflavik,64.0049,-22.5624,-3.76,68,0,6.69,IS,1707364490
7,kiunga,-6.1219,141.2906,32.56,50,94,2.59,PG,1707364491
8,luderitz,-26.6481,15.1594,17.71,74,94,4.87,NA,1707364491
9,usinsk,65.9939,57.5281,-9.4,90,99,2.68,RU,1707364491
10,lompoc,34.6391,-120.4579,10.99,77,100,5.14,US,1707364491
11,yurty,56.0498,97.6348,-12.57,93,97,1.25,RU,1707364491
12,polyarnyy,69.1989,33.4478,-22.91,100,88,3.67,RU,1707364491
13,darab,28.7519,54.5444,7.9,33,0,0.51,IR,1707364492
14,port-aux-francais,-49.35,70.2167,4.31,70,82,11.96,TF,1707364492
15,northam,51.0333,-4.2167,12.03,96,100,7.57,GB,1707364492
16,klyuchi,52.2667,79.1667,-5.33,83,11,4.75,RU,1707364492
17,al ghayzah,16.2079,52.176,21.5,34,5,3.16,YE,1707364492
18,adamstown,-25.066,-130.1015,22.32,79,100,3.27,PN,1707364493
19,ushuaia,-54.8,-68.3,7.81,76,75,3.6,AR,1707364493
20,laja,-37.2667,-72.7,13.99,50,100,1.85,CL,1707364493
21,hermanus,-34.4187,19.2345,17.11,80,73,3.55,ZA,1707364493
22,pitimbu,-7.4706,-34.8086,28.33,82,78,3.53,BR,1707364493
23,puerto natales,-51.7236,-72.4875,8.34,81,79,6.47,CL,1707364493
24,bethel,41.3712,-73.414,2.19,66,0,1.54,US,1707364494
25,frolovo,49.7713,43.6622,4.66,92,100,9.87,RU,1707364494
26,niamey,13.5137,2.1098,19.16,18,4,3.6,NE,1707364494
27,suntar,62.1444,117.6319,-27.22,97,97,1.03,RU,1707364494
28,port alfred,-33.5906,26.891,16.21,89,6,1.34,ZA,1707364494
29,san antonio de pale,-1.4014,5.6325,27.73,79,42,2.63,GQ,1707364494
30,mana,5.6592,-53.7767,25.51,80,66,4.28,GF,1707364494
31,blackmans bay,-43.0167,147.3167,23.62,55,1,5.01,AU,1707364494
32,odugattur,12.7667,78.9,27.72,38,82,0.57,IN,1707364495
33,arkhangel'sk,64.5401,40.5433,-29.94,76,20,0.0,RU,1707364468
34,edinburgh of the seven seas,-37.0676,-12.3116,17.08,68,100,2.95,SH,1707364495
35,iqaluit,63.7506,-68.5145,-20.15,59,20,6.69,CA,1707364495
36,enewetak,11.3474,162.3373,26.59,81,100,8.4,MH,1707364495
37,al minya,28.1099,30.7503,11.78,59,0,3.35,EG,1707364495
38,ust-nera,64.5667,143.2,-25.72,97,100,0.83,RU,1707364495
39,kerikeri,-35.2268,173.9474,24.31,63,17,3.28,NZ,1707364211
40,georgetown,5.4112,100.3354,30.96,70,20,4.12,MY,1707364495
41,la'ie,21.6477,-157.9253,26.98,73,9,5.36,US,1707364496
42,san patricio,28.017,-97.5169,20.97,82,94,6.78,US,1707364496
43,grand falls-windsor,48.9332,-55.6649,-14.81,99,71,1.51,CA,1707364441
44,port elizabeth,-33.918,25.5701,20.16,78,0,5.14,ZA,1707364496
45,qaqortoq,60.7167,-46.0333,-6.58,81,100,2.11,GL,1707364496
46,okeho,8.0333,3.35,23.58,20,9,2.76,NG,1707364496
47,viqueque,-8.8673,126.3658,31.92,58,88,2.55,TL,1707364496
48,whakatane,-37.9585,176.9854,27.16,80,3,2.68,NZ,1707364497
49,oodweyne,9.4092,45.064,17.87,83,21,1.97,SO,1707364497
50,invercargill,-46.4,168.35,13.34,86,57,6.26,NZ,1707364497
51,gilgit,35.9221,74.3087,-5.8,63,1,1.33,PK,1707364497
52,nagqu,31.5,92.0,-4.5,9,0,9.94,CN,1707364497
53,kodiak,57.79,-152.4072,0.73,86,100,2.57,US,1707364497
54,bridlington,54.0831,-0.1919,4.45,86,97,1.34,GB,1707364497
55,petropavlovsk-kamchatsky,53.0452,158.6483,-5.67,80,75,2.0,RU,1707364497
56,kushiro,42.975,144.3747,-1.47,74,75,1.03,JP,1707364404
57,isafjordur,66.0755,-23.124,-8.23,73,1,1.68,IS,1707364498
58,krasnyy chikoy,50.3643,108.7512,-12.3,86,95,0.3,RU,1707364498
59,lebu,-37.6167,-73.65,13.88,77,97,9.37,CL,1707364498
60,avarua,-21.2078,-159.775,28.03,74,40,8.75,CK,1707364498
61,olonkinbyen,70.9221,-8.7187,-2.9,54,79,5.9,SJ,1707364498
62,whitehorse,60.7161,-135.0538,-14.57,81,40,2.57,CA,1707364324
63,waitangi,-43.9535,-176.5597,19.34,84,100,2.04,NZ,1707364252
64,kourou,5.1552,-52.6478,28.03,82,95,3.79,GF,1707364498
65,garbahaarrey,3.3289,42.2209,25.9,67,4,3.15,SO,1707364499
66,dudinka,69.4058,86.1778,-26.85,97,25,1.79,RU,1707364499
67,queenstown,-31.8976,26.8753,12.5,93,48,1.28,ZA,1707364499
68,el bauga,18.262,33.9081,15.02,45,1,3.7,SD,1707364499
69,pelileo,-1.3167,-78.5333,12.65,93,96,1.14,EC,1707364499
70,uturoa,-16.7333,-151.4333,28.57,84,81,11.6,PF,1707364499
71,plastun,44.7561,136.2939,-3.77,47,0,6.97,RU,1707364499
72,bilibino,68.0546,166.4372,-34.76,100,99,0.25,RU,1707364500
73,ribas do rio pardo,-20.4431,-53.7592,22.0,95,100,1.63,BR,1707364500
74,taco pozo,-25.6167,-63.2833,29.02,52,97,3.42,AR,1707364500
75,semikarakorsk,47.5194,40.8112,6.7,83,47,7.48,RU,1707364500
76,margaret river,-33.95,115.0667,26.2,44,0,2.33,AU,1707364500
77,tolanaro,-25.0319,46.9987,24.04,88,40,1.03,MG,1707364500
78,fuglafjordur,62.244,-6.814,-0.74,64,98,9.13,FO,1707364500
79,torres,-29.3353,-49.7269,25.48,95,100,2.93,BR,1707364500
80,bom jesus,-9.0744,-44.3586,24.55,71,76,0.35,BR,1707364500
81,vila franca do campo,37.7167,-25.4333,18.27,99,85,8.6,PT,1707364501
82,hawaiian paradise park,19.5933,-154.9731,22.73,83,100,2.06,US,1707364501
83,albany,42.6001,-73.9662,1.52,70,34,0.7,US,1707364498
84,greymouth,-42.4667,171.2,17.44,65,84,6.66,NZ,1707364501
85,dawson creek,55.7666,-120.2362,-7.2,79,20,0.0,CA,1707364501
86,ribeira grande,38.5167,-28.7,16.54,86,48,9.83,PT,1707364501
87,longyearbyen,78.2186,15.6401,-8.09,73,40,4.63,SJ,1707364501
88,hithadhoo,-0.6,73.0833,27.69,76,85,3.78,MV,1707364501
89,puerto baquerizo moreno,-0.9,-89.6,25.73,82,75,4.81,EC,1707364502
90,santo antonio,-6.3106,-35.4789,24.8,85,100,2.54,BR,1707364502
91,dryden,49.7833,-92.7503,2.16,93,100,4.12,CA,1707364502
92,college,64.8569,-147.8028,-18.85,84,40,1.54,US,1707364502
93,moree,-29.4667,149.85,28.94,49,69,6.04,AU,1707364502
94,ghat,24.9647,10.1728,11.62,24,0,1.91,LY,1707364502
95,east london,-33.0153,27.9116,20.52,60,0,4.63,ZA,1707364503
96,remire-montjoly,4.9167,-52.2667,28.02,78,100,5.14,GF,1707364503
97,neon karlovasion,37.7903,26.7044,17.73,84,100,7.39,GR,1707364503
98,hamilton,39.1834,-84.5333,9.47,54,0,3.6,US,1707364409
99,crane,31.3974,-102.3501,12.82,46,43,3.58,US,1707364503
100,pinarbasi,38.7229,36.3931,-0.17,88,68,2.73,TR,1707364503
101,talsi,57.2456,22.5814,-5.82,97,98,0.28,LV,1707364503
102,minden,52.2833,8.9167,1.37,97,75,1.03,DE,1707364504
103,kitami,43.8031,143.8908,-2.3,65,95,3.21,JP,1707364504
104,babayevo,59.3936,35.9371,-24.34,98,41,2.21,RU,1707364504
105,vire,48.9167,-0.8333,12.66,94,100,6.91,FR,1707364504
106,saipan,15.1355,145.701,29.39,54,0,7.2,MP,1707364504
107,areka,7.0667,37.7,18.01,71,100,2.16,ET,1707364505
108,karratha,-20.7377,116.8463,38.86,18,12,4.01,AU,1707364505
109,kargasok,59.0556,80.8572,-6.69,97,100,3.13,RU,1707364505
110,breves,-1.6822,-50.4803,23.8,96,54,1.57,BR,1707364505
111,papatowai,-46.5619,169.4708,13.65,74,25,8.21,NZ,1707364505
112,fortuna,40.5982,-124.1573,6.48,95,0,0.0,US,1707364505
113,nizhnesortymskiy,62.4397,71.7603,-8.46,93,100,7.2,RU,1707364506
114,mejit,10.2753,170.8646,26.72,81,82,8.4,MH,1707364506
115,aykhal,66.0,111.5,-22.84,97,100,1.86,RU,1707364506
116,oamaru,-45.0784,170.9801,19.65,57,19,5.16,NZ,1707364506
117,kavieng,-2.5744,150.7967,26.77,85,100,12.96,PG,1707364506
118,minas de marcona,-15.2119,-75.1103,19.54,93,100,3.36,PE,1707364506
119,pariaman,-0.619,100.12,31.03,71,99,1.15,ID,1707364506
120,kone,-21.0595,164.8658,24.98,87,100,2.3,NC,1707364506
121,yerofey pavlovich,53.9667,121.9667,-9.65,60,75,0.39,RU,1707364507
122,progreso,21.2833,-89.6667,21.17,77,0,6.0,MX,1707364507
123,hilo,19.7297,-155.09,22.85,82,100,2.06,US,1707364507
124,aldinga beach,-35.2793,138.4604,29.59,41,0,4.34,AU,1707364507
125,la paz,-16.5,-68.15,10.88,76,75,3.6,BO,1707364507
126,crediton,50.7833,-3.65,9.97,97,100,3.88,GB,1707364507
127,selfoss,63.9331,-20.9971,-11.09,82,4,4.97,IS,1707364507
128,fort st. john,56.2499,-120.8529,-8.06,86,100,1.03,CA,1707364508
129,greenville,35.6127,-77.3663,3.09,92,0,0.0,US,1707364499
130,cidade velha,14.9167,-23.6167,23.26,46,0,6.69,CV,1707364508
131,thompson,55.7435,-97.8558,-14.91,85,100,2.06,CA,1707364508
132,jamestown,42.097,-79.2353,2.8,66,0,2.06,US,1707364216
133,tavricheskoye,54.5851,73.6395,-10.05,89,67,7.61,RU,1707364508
134,maryborough,-25.5333,152.7,30.62,48,13,6.22,AU,1707364508
135,taroa,8.7058,171.2275,27.24,80,98,7.99,MH,1707364509
136,amta,22.58,88.0083,20.96,23,11,4.7,IN,1707364509
137,kavaratti,10.5669,72.642,27.94,72,96,2.28,IN,1707364509
138,fort bragg,35.139,-79.006,4.33,71,0,0.0,US,1707364509
139,tiksi,71.6872,128.8694,-20.85,100,100,2.31,RU,1707364509
140,whangarei,-35.7317,174.3239,28.1,45,0,2.1,NZ,1707364378
141,taoudenni,22.6783,-3.9836,16.37,19,41,4.21,ML,1707364509
142,tralee,52.2704,-9.7026,6.02,93,100,7.9,IE,1707364510
143,sejny,54.108,23.347,-3.7,91,17,1.66,PL,1707364510
144,udachny,66.4167,112.4,-25.31,75,99,1.35,RU,1707364510
145,la passe,45.5549,-0.8967,11.66,91,100,4.55,FR,1707364510
146,axim,4.8699,-2.2405,24.98,87,5,1.55,GH,1707364510
147,vilyuchinsk,52.9306,158.4028,-4.85,80,100,0.65,RU,1707364510
148,atbasar,51.8,68.3333,-7.14,89,100,10.1,KZ,1707364510
149,nadym,65.5333,72.5167,-7.28,89,100,7.87,RU,1707364510
150,nova sintra,14.8667,-24.7167,20.91,75,0,7.19,CV,1707364511
151,valparaiso,-33.0393,-71.6273,21.11,73,100,2.06,CL,1707364511
152,burnie,-41.0667,145.9167,19.03,58,1,3.11,AU,1707364511
153,at taj,24.2049,23.2857,9.63,49,0,3.47,LY,1707364511
154,glace bay,46.1969,-59.957,-2.24,88,100,6.17,CA,1707364511
155,isla mujeres,21.2311,-86.731,18.98,60,0,4.82,MX,1707364511
156,pulaski,34.7668,-92.3001,13.42,70,75,2.24,US,1707364512
157,saint-philippe,-21.3585,55.7679,26.77,87,80,6.02,RE,1707364512
158,aasiaat,68.7098,-52.8699,-20.19,97,100,2.57,GL,1707364512
159,stanley,54.868,-1.6985,-1.79,96,0,0.0,GB,1707364512
160,port mathurin,-19.6833,63.4167,26.94,77,83,9.32,MU,1707364512
161,ust-tsilma,65.441,52.1498,-14.1,96,100,3.58,RU,1707364512
162,farah,32.5,62.5,9.73,21,0,1.55,AF,1707364217
163,ar rass,25.8694,43.4973,10.37,31,5,3.94,SA,1707364512
164,kristiansund,63.1115,7.732,-3.64,86,100,1.54,NO,1707364512
165,kayangel,8.0823,134.7173,27.49,69,95,7.05,PW,1707364513
166,villa gesell,-37.2639,-56.973,22.81,95,90,4.37,AR,1707364513
167,rio gallegos,-51.6226,-69.2181,11.03,66,0,13.89,AR,1707364513
168,st. john's,47.5649,-52.7093,-1.79,92,100,7.2,CA,1707364423
169,pestravka,52.405,49.9583,1.5,99,100,8.37,RU,1707364513
170,jati,24.3539,68.2671,20.06,31,97,5.84,PK,1707364513
171,utrik,11.2278,169.8474,26.43,83,100,9.26,MH,1707364513
172,kimbe,-5.5502,150.1429,25.6,95,100,3.99,PG,1707364513
173,west island,-12.1568,96.8225,25.99,94,75,3.09,CC,1707364513
174,coyhaique,-45.5752,-72.0662,11.97,58,100,3.6,CL,1707364514
175,cabo san lucas,22.8909,-109.9124,21.4,64,88,0.89,MX,1707364431
176,huarmey,-10.0681,-78.1522,24.87,83,76,3.09,PE,1707364514
177,mairipora,-23.3186,-46.5867,22.88,100,0,1.03,BR,1707364514
178,ivdel',60.6911,60.4206,-5.54,97,100,2.24,RU,1707364514
179,konarka,19.9,86.1167,23.22,68,49,3.47,IN,1707364514
180,nieuw amsterdam,5.8833,-55.0833,26.09,79,3,4.33,SR,1707364514
181,seydi,39.4816,62.9137,8.38,50,98,2.68,TM,1707364515
182,coquimbo,-29.9533,-71.3436,18.85,88,100,2.06,CL,1707364515
183,happy valley-goose bay,53.3168,-60.3315,-9.83,79,100,1.03,CA,1707364515
184,leava,-14.3,-178.1667,29.3,81,98,8.55,WF,1707364515
185,belyy yar,53.6039,91.3903,-21.06,77,93,0.0,RU,1707364515
186,lihue,21.9789,-159.3672,26.58,73,100,6.69,US,1707364234
187,awjilah,29.1081,21.2869,13.24,36,9,3.17,LY,1707364516
188,ust'-ilimsk,58.0006,102.6619,-7.37,92,100,1.37,RU,1707364292
189,nguigmi,14.2495,13.1092,15.48,30,9,5.69,NE,1707364516
190,kudahuvadhoo,2.6708,72.8944,27.67,71,95,6.91,MV,1707364516
191,geraldton,-28.7667,114.6,42.23,8,0,7.72,AU,1707364511
192,vikhorevka,56.1201,101.1636,-11.23,86,58,1.06,RU,1707364516
193,bikenibeu village,1.3673,173.1241,30.98,74,75,6.17,KI,1707364516
194,jamaame,0.0697,42.745,26.78,82,15,4.66,SO,1707364517
195,mocimboa,-11.3167,40.35,25.48,95,45,3.13,MZ,1707364517
196,quellon,-43.1167,-73.6167,9.6,89,29,1.45,CL,1707364517
197,sechura,-5.5569,-80.8222,26.93,73,63,4.78,PE,1707364517
198,alesund,62.4723,6.1549,-1.92,93,100,4.63,NO,1707364517
199,tura,25.5198,90.2201,19.82,27,0,1.86,IN,1707364517
200,el granada,37.5027,-122.4694,10.99,75,75,9.26,US,1707364517
201,suez,29.9737,32.5263,12.83,66,3,3.38,EG,1707364518
202,bhum,18.4667,75.6667,25.16,36,28,6.04,IN,1707364518
203,labrador city,52.9463,-66.9114,-8.05,86,100,1.54,CA,1707364518
204,alaghsas,17.0187,8.0168,14.33,24,0,3.24,NE,1707364518
205,garoua boulai,5.8833,14.55,18.21,29,18,2.05,CM,1707364518
206,eydhafushi,5.1033,73.0708,27.59,71,100,7.22,MV,1707364518
207,hammerfest,70.6634,23.6821,-11.75,72,100,3.09,NO,1707364518
208,yelizovo,53.1873,158.3805,-4.92,45,75,2.0,RU,1707364518
209,lerwick,60.1545,-1.1494,2.0,60,51,7.39,GB,1707364519
210,nagornyy,52.7959,83.5498,-2.81,94,100,5.98,RU,1707364519
211,tazovsky,67.4667,78.7,-7.22,95,100,5.51,RU,1707364519
212,turkmenbasy,40.0222,52.9552,8.43,66,0,5.14,TM,1707364519
213,san andres,12.5847,-81.7006,26.01,73,40,5.14,CO,1707364519
214,vila velha,-20.3297,-40.2925,25.97,96,20,2.57,BR,1707364519
215,rongelap,11.1635,166.8941,26.38,76,100,8.85,MH,1707364519
216,thanh hoa,19.8,105.7667,17.35,86,100,4.18,VN,1707364519
217,midar,34.9403,-3.5331,8.58,40,56,2.63,MA,1707364520
218,roma,43.2128,-75.4557,2.71,78,75,1.54,US,1707364520
219,sitka,57.0531,-135.33,1.94,75,40,2.06,US,1707364520
220,shetpe,44.1667,52.1167,5.62,78,60,4.8,KZ,1707364520
221,westport,41.1415,-73.3579,2.89,73,40,0.0,US,1707364493
222,birjand,32.8663,59.2211,2.26,27,0,5.14,IR,1707364520
223,midvagur,62.0511,-7.1939,-0.54,80,75,4.63,FO,1707364520
224,zeya,53.75,127.2667,-11.95,72,92,2.44,RU,1707364520
225,qingnian,36.8456,115.7117,5.55,52,90,3.04,CN,1707364521
226,badger,64.8,-147.5333,-18.9,84,40,1.54,US,1707364521
227,talnakh,69.4865,88.3972,-25.71,89,24,1.89,RU,1707364521
228,camana,-16.6228,-72.7111,24.67,86,74,0.97,PE,1707364521
229,ponta delgada,37.7333,-25.6667,18.44,82,75,12.35,PT,1707364521
230,praia da vitoria,38.7333,-27.0667,16.14,77,20,8.56,PT,1707364521
231,fale old settlement,-9.3852,-171.2468,28.14,81,97,7.68,TK,1707364522
232,bonga,7.2833,36.2333,16.33,87,55,0.85,ET,1707364522
233,krasnotur'insk,59.7666,60.2086,-10.63,97,100,2.55,RU,1707364522
234,alofi,-19.0595,-169.9187,30.94,66,75,3.6,NU,1707364522
235,kibre mengist,5.8833,38.9833,14.13,71,82,1.14,ET,1707364522
236,barabai,-2.5833,115.3833,33.14,55,46,1.23,ID,1707364522
237,tofol,5.3248,163.0078,28.17,77,78,8.61,FM,1707364522
238,punta arenas,-53.15,-70.9167,9.06,66,0,13.38,CL,1707364321
239,noumea,-22.2763,166.4572,30.56,99,100,8.03,NC,1707364039
240,ilulissat,69.2167,-51.1,-11.99,67,100,7.72,GL,1707364523
241,ta`u,-14.2336,-169.5144,28.08,83,100,9.1,AS,1707364523
242,cidreira,-30.1811,-50.2056,23.67,91,96,5.17,BR,1707364523
243,the pas,53.8251,-101.2541,-9.99,92,100,2.57,CA,1707364523
244,camabatela,-8.1881,15.375,17.13,89,100,0.94,AO,1707364523
245,puerto ayora,-0.7393,-90.3518,26.98,94,98,1.34,EC,1707364523
246,kapuskasing,49.4169,-82.4331,1.0,93,100,1.54,CA,1707364523
247,preobrazheniye,42.9019,133.9064,-1.73,39,0,2.05,RU,1707364523
248,bamboo flat,11.7,92.7167,28.05,74,30,2.57,IN,1707364524
249,zelenogorsk,56.1147,94.5861,-10.73,94,79,1.14,RU,1707364524
250,padang,-0.9492,100.3543,31.03,69,96,1.5,ID,1707364524
251,port lincoln,-34.7333,135.8667,20.46,58,4,5.28,AU,1707364524
252,dunedin,-45.8742,170.5036,19.33,50,23,5.36,NZ,1707364524
253,urumqi,43.801,87.6005,-15.47,92,75,2.0,CN,1707364524
254,choyr,46.3611,108.3611,-18.51,90,80,1.73,MN,1707364524
255,mitu,1.1983,-70.1733,24.21,88,79,0.39,CO,1707364525
256,luau,-10.7073,22.2247,18.51,99,100,1.2,AO,1707364525
257,codrington,-38.2667,141.9667,19.66,53,0,5.81,AU,1707364525
258,tindouf,27.6711,-8.1474,9.25,27,0,2.06,DZ,1707364526
259,darwin,-12.4611,130.8418,31.99,62,40,2.57,AU,1707364502
260,zyryanovsk,49.7386,84.2719,-9.17,94,100,0.76,KZ,1707364505
261,san luis de la loma,17.2706,-100.8939,24.23,78,0,1.78,MX,1707364526
262,essaouira,31.5125,-9.77,11.72,37,40,1.03,MA,1707364526
263,boyolangu,-8.1181,111.8935,29.35,71,74,2.23,ID,1707364526
264,mugia,43.1041,-9.2179,13.84,92,100,16.82,ES,1707364526
265,walvis bay,-22.9575,14.5053,19.53,82,100,0.0,NA,1707364526
266,svetlyy,54.675,20.1347,0.2,80,75,4.46,RU,1707364527
267,langepas,61.2544,75.2124,-5.95,95,100,6.81,RU,1707364527
268,ha'il,27.5219,41.6907,5.01,52,0,2.06,SA,1707364527
269,vitoria do mearim,-3.4622,-44.8706,23.75,97,21,1.61,BR,1707364527
270,sandnessjoen,66.0217,12.6316,-6.71,57,98,3.52,NO,1707364527
271,nuuk,64.1835,-51.7216,-8.66,73,100,7.72,GL,1707364527
272,watampone,-4.5386,120.3279,28.61,72,100,1.3,ID,1707364528
273,santiago de chuco,-8.15,-78.1833,12.35,91,97,0.61,PE,1707364528
274,wailua homesteads,22.0669,-159.378,26.24,74,100,6.69,US,1707364528
275,nouadhibou,20.931,-17.0347,20.99,43,65,5.14,MR,1707364267
276,karauli,26.5,77.0167,15.25,36,87,3.12,IN,1707364528
277,meadow lakes,61.6247,-149.6011,0.18,73,0,2.57,US,1707364239
278,adamantina,-21.6853,-51.0725,21.84,87,100,1.67,BR,1707364528
279,egilsstadir,65.2653,-14.3948,-5.05,63,75,2.06,IS,1707364528
280,touros,-5.1989,-35.4608,26.65,82,39,4.6,BR,1707364434
